sample,model,label,n,firms,fvu,mae,fvu_bootstrap_mean,fvu_bootstrap_sd,fvu_ci_low,fvu_ci_high,mae_bootstrap_mean,mae_bootstrap_sd,mae_ci_low,mae_ci_high
full_21,BASE,Without tool use,21,16,0.08561973470108422,3.805198617022876,0.10270648214947938,0.06502745530404867,0.01818819845357324,0.26242659106867866,3.8046806840856444,0.9087188802404524,2.199514183232679,5.7054261974594835
full_21,TOOL,With tool use,21,16,0.08435440600252483,3.772905585854032,0.10023278889715297,0.061903131460982176,0.019189646541253783,0.25286875343885423,3.7716613840046236,0.9472591656311741,2.1261493593698533,5.768296270527755
exact_two_call_19,BASE,Without tool use,19,16,0.11723518686144674,3.987284108174901,0.14656922597231997,0.09707312059305465,0.024808395999278914,0.4052429917714943,3.974273767974241,1.002704883145304,2.197261969968445,6.0542131449716505
exact_two_call_19,TOOL,With tool use,19,16,0.1155398217718771,3.9584163562742853,0.14179860878608053,0.0897360384093744,0.026593813472850548,0.37997705662104275,3.9430911227713796,1.045574560888872,2.110211988061664,6.085015434373521
