sample,bootstrap_id,model,label,fvu,mae
full_21,11,fin+x,H+X,0.06309885149917208,3.872588739208437
full_21,11,fin+text,H+Z,0.13125702031252684,5.1084202873814455
full_21,11,fin+x+text,H+X+Z,0.11809791851999298,4.699392819066224
full_21,12,fin,H,0.23075501683662977,7.013398782329287
full_21,12,fin+x,H+X,0.030109203201425606,2.50666199877064
full_21,12,fin+text,H+Z,0.029927639074466557,2.798156159426386
full_21,12,fin+x+text,H+X+Z,0.021140812083197624,2.275254679030014
full_21,13,fin,H,0.21977684203923797,5.301901312550762
full_21,13,fin+x,H+X,0.06327271885131039,2.99862617904724
full_21,13,fin+text,H+Z,0.12778263230205691,3.692269977002465
full_21,13,fin+x+text,H+X+Z,0.11762969570992737,3.6433071233136753
full_21,14,fin,H,0.2186285185616474,7.004334651794632
full_21,14,fin+x,H+X,0.06866485148440546,4.093559336293899
full_21,14,fin+text,H+Z,0.09871040559293287,4.247038465849477
full_21,14,fin+x+text,H+X+Z,0.08704123352604068,3.832379236617093
full_21,15,fin,H,0.24107861614424056,6.445683389388612
full_21,15,fin+x,H+X,0.0774114370038943,3.512384098155385
full_21,15,fin+text,H+Z,0.14572372267729103,4.632694985401791
full_21,15,fin+x+text,H+X+Z,0.13167026729650708,4.420133739817501
full_21,16,fin,H,0.14193404632090012,5.57607759527266
full_21,16,fin+x,H+X,0.08476374432746545,4.190995350631176
full_21,16,fin+text,H+Z,0.13581478861567498,4.796472240887933
full_21,16,fin+x+text,H+X+Z,0.11717873127587329,4.312352002468395
full_21,17,fin,H,0.25597615996063416,4.774040927387832
full_21,17,fin+x,H+X,0.05437532571743478,2.4542424094261697
full_21,17,fin+text,H+Z,0.03710091024994167,2.1364941149842407
full_21,17,fin+x+text,H+X+Z,0.02365528413886611,1.6720912189993045
full_21,18,fin,H,0.07843388491707726,4.364527489369373
full_21,18,fin+x,H+X,0.05505524809991338,3.4550645633993544
full_21,18,fin+text,H+Z,0.08478063061909366,3.3885202832087344
full_21,18,fin+x+text,H+X+Z,0.08302127466960514,3.6418265193069677
full_21,19,fin,H,0.20477313032169928,9.927132353112112
full_21,19,fin+x,H+X,0.04407242243011223,4.422768107653891
full_21,19,fin+text,H+Z,0.10174171702835182,6.253353273930523
full_21,19,fin+x+text,H+X+Z,0.09222575713955229,5.697541829479259
full_21,20,fin,H,0.24577376129321746,6.953239265282936
full_21,20,fin+x,H+X,0.05991737299930036,3.806513098139688
full_21,20,fin+text,H+Z,0.12879192071660447,4.411288650090552
full_21,20,fin+x+text,H+X+Z,0.1272274757170988,4.3738928330162645
full_21,21,fin,H,0.11924971525721714,4.653524271499793
full_21,21,fin+x,H+X,0.03345025263186569,2.683599452364115
full_21,21,fin+text,H+Z,0.029344619439567995,2.515214236104474
full_21,21,fin+x+text,H+X+Z,0.0211449982432358,2.1463226843516945
full_21,22,fin,H,0.2803614203426198,10.192565858383666
full_21,22,fin+x,H+X,0.02952924966321809,3.2033493514769793
full_21,22,fin+text,H+Z,0.10215118508787546,5.6788910401322115
full_21,22,fin+x+text,H+X+Z,0.09868754590496265,5.253097570360965
full_21,23,fin,H,0.16411043585533125,5.996806504774014
full_21,23,fin+x,H+X,0.06281404616139707,3.6953582284141167
full_21,23,fin+text,H+Z,0.12220426786905522,4.74613197599879
full_21,23,fin+x+text,H+X+Z,0.10897479034186085,4.286908410922936
