target,n,analyst_rmse,method_rmse,analyst_mae,method_mae,win_rate_pct
surprise_early,19,4.5195031540496915,3.495377920165866,2.915968584583762,2.3275067715143547,54.385964912280706
surprise_print,19,3.874464475163991,3.5885304810247347,2.634022339267876,2.3510473349741243,54.385964912280706
